"lon","lat","bbox.lon1","bbox.lat1","bbox.lon2","bbox.lat2","resource.name","Data name","Language 1","Language 2","Language 3","Country","Place","Contents","Words count","Collection start","Collection end","Access","Licence","popup"
123.44419,-10.15722,NA,NA,NA,NA,"Folk narratives in Helong from Semau Island","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Helong from Semau Island' target=_blank>Folk narratives in Helong from Semau Island</a> ","Helong  <nobr>[<a href=https://glottolog.org/resource/languoid/id/helo1243 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/2057157 target=_blank>Batuinan</a> ","folk tales",NA,"2025","2025","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Helong from Semau Island' target=_blank>Folk narratives in Helong from Semau Island</a> </b><br><b>Languages:</b> Helong, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
124.614346244486,-9.83996834037753,NA,NA,NA,NA,"Folk narratives in Uab Meto from South Amanatun","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Uab Meto from South Amanatun' target=_blank>Folk narratives in Uab Meto from South Amanatun</a> ","Uab Meto  <nobr>[<a href=https://glottolog.org/resource/languoid/id/uabm1237 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/8402930 target=_blank>Amanatun</a> ","folk tales",NA,"2024","2024","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Uab Meto from South Amanatun' target=_blank>Folk narratives in Uab Meto from South Amanatun</a> </b><br><b>Languages:</b> Uab Meto, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
123.89904,-10.28722,NA,NA,NA,NA,"Folk narratives in Amarasi, Buraen","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Amarasi, Buraen' target=_blank>Folk narratives in Amarasi, Buraen</a> ","Amarasi  <nobr>[<a href=https://glottolog.org/resource/languoid/id/amar1273 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/8393066 target=_blank>Buraen</a> ","folk tales",NA,"2025","2025","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Amarasi, Buraen' target=_blank>Folk narratives in Amarasi, Buraen</a> </b><br><b>Languages:</b> Amarasi, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
NA,NA,121.68045,-10.413534,122.016907,-10.636314,"Folk narratives in Sabu from Sabu Raijua","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Sabu from Sabu Raijua' target=_blank>Folk narratives in Sabu from Sabu Raijua</a> ","Sabu Raijua  <nobr>[<a href=http://www.language-archives.org/language/hvn title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/2056954 target=_blank>Sabu Island</a> ","folk tales",NA,"2025","2025","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Sabu from Sabu Raijua' target=_blank>Folk narratives in Sabu from Sabu Raijua</a> </b><br><b>Languages:</b> Sabu Raijua, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
120.1046377,-10.1270442,NA,NA,NA,NA,"Folk narratives in Kambera from East Sumba","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Kambera from East Sumba' target=_blank>Folk narratives in Kambera from East Sumba</a> ","Kambera  <nobr>[<a href=https://glottolog.org/resource/languoid/id/kamb1299 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/2057078 target=_blank>Lai Lunggi</a> ","folk tales",NA,"2025","2025","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Kambera from East Sumba' target=_blank>Folk narratives in Kambera from East Sumba</a> </b><br><b>Languages:</b> Kambera, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
120.27952,-9.64425,NA,NA,NA,NA,"Folk narratives in Kambera from East Sumba","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Kambera from East Sumba' target=_blank>Folk narratives in Kambera from East Sumba</a> ","Kambera  <nobr>[<a href=https://glottolog.org/resource/languoid/id/kamb1299 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/7610462 target=_blank>Padadita</a> ","folk tales",NA,"2025","2025","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Kambera from East Sumba' target=_blank>Folk narratives in Kambera from East Sumba</a> </b><br><b>Languages:</b> Kambera, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
NA,NA,119.212931037909,-9.54129099360137,119.415766132634,-9.69104719261767,"Folk narratives from Wewewa, Southwest Sumba","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives from Wewewa, Southwest Sumba' target=_blank>Folk narratives from Wewewa, Southwest Sumba</a> ","Wewewa  <nobr>[<a href=https://glottolog.org/resource/languoid/id/weje1237 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href= target=_blank>Wewewa</a> ","folk tales",NA,"?","?","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives from Wewewa, Southwest Sumba' target=_blank>Folk narratives from Wewewa, Southwest Sumba</a> </b><br><b>Languages:</b> Wewewa, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
119.3179589,-9.6084485,NA,NA,NA,NA,"Folk narratives from Wewewa, Southwest Sumba","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives from Wewewa, Southwest Sumba' target=_blank>Folk narratives from Wewewa, Southwest Sumba</a> ","Wewewa  <nobr>[<a href=https://glottolog.org/resource/languoid/id/weje1237 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/7411676 target=_blank>Mareda Kalada</a> ","folk tales",NA,"2024","2024","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives from Wewewa, Southwest Sumba' target=_blank>Folk narratives from Wewewa, Southwest Sumba</a> </b><br><b>Languages:</b> Wewewa, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
NA,NA,124.333649,-8.112799,125.14801,-8.47699,"Folk narratives in Kamang from Alor ","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Kamang from Alor ' target=_blank>Folk narratives in Kamang from Alor </a> ","Kamang  <nobr>[<a href=http://www.language-archives.org/language/woi title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/1651606 target=_blank>Alor island</a> ","folk tales",NA,"2024","2024","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Kamang from Alor ' target=_blank>Folk narratives in Kamang from Alor </a> </b><br><b>Languages:</b> Kamang, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
124.2377361,-8.3754906,NA,NA,NA,NA,"Folk narratives in Sar from Pantar Island","<a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Sar from Pantar Island' target=_blank>Folk narratives in Sar from Pantar Island</a> ","Sar  <nobr>[<a href= title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/8422477 target=_blank>Nule</a> ","folk tales",NA,"2018","2018","open","CC-BY-4.0","<b><a href=https://doi.org/10.5281/zenodo.20843251 title='Folk narratives in Sar from Pantar Island' target=_blank>Folk narratives in Sar from Pantar Island</a> </b><br><b>Languages:</b> Sar, English, Indonesian<br><b>Licence:</b> CC-BY-4.0<br><b>Access:</b> open"
121.473155669736,14.6308503960967,NA,NA,NA,NA,"Hattang Kaye word list","Hattang Kaye word list","Hattang Kaye  <nobr>[<a href=https://glottolog.org/resource/languoid/id/remo1247 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1194,"","","closed","?","<b>Hattang Kaye word list</b><br><b>Languages:</b> Hattang Kaye, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
121.8678,20.3195,NA,NA,NA,NA,"Ivatan Isabtangan word list","Ivatan Isabtangan word list","Ivatan Isabtangan  <nobr>[<a href=https://glottolog.org/resource/languoid/id/ibat1238 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1187,"","","closed","?","<b>Ivatan Isabtangan word list</b><br><b>Languages:</b> Ivatan Isabtangan, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
121.8406,20.7556,NA,NA,NA,NA,"Ivatan Itbayaten / Ivatan Ichbayatan word list","Ivatan Itbayaten / Ivatan Ichbayatan word list","Ivatan Itbayaten / Ivatan Ichbayatan  <nobr>[<a href=https://glottolog.org/resource/languoid/id/ibat1238 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1179,"","","closed","?","<b>Ivatan Itbayaten / Ivatan Ichbayatan word list</b><br><b>Languages:</b> Ivatan Itbayaten / Ivatan Ichbayatan, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
126.203958696533,8.73184266692861,NA,NA,NA,NA,"Kamayo word list","Kamayo word list","Kamayo  <nobr>[<a href=https://glottolog.org/resource/languoid/id/kama1363 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1091,"","","closed","?","<b>Kamayo word list</b><br><b>Languages:</b> Kamayo, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
124.877508386955,-9.45058526195745,NA,NA,NA,NA,"Kusa word list","Kusa word list","Kusa  <nobr>[<a href= title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","","word list",1090,"","","closed","?","<b>Kusa word list</b><br><b>Languages:</b> Kusa, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
114.625416666667,-8.37252777777778,NA,NA,NA,NA,"Loloan Malay Bed-time stories and orthography guide","<a href=https://e.pcloud.link/publink/show?code=XZTBbaZfjqu29tmJqjMj7UOqY97Jfg3gViX title='Loloan Malay Bed-time stories and orthography guide' target=_blank>Loloan Malay Bed-time stories and orthography guide</a> ","Loloan Malay  <nobr>[<a href=https://glottolog.org/resource/languoid/id/bali1279 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","","folk tales",1163,"","","open","?","<b><a href=https://e.pcloud.link/publink/show?code=XZTBbaZfjqu29tmJqjMj7UOqY97Jfg3gViX title='Loloan Malay Bed-time stories and orthography guide' target=_blank>Loloan Malay Bed-time stories and orthography guide</a> </b><br><b>Languages:</b> Loloan Malay, English, <br><b>Licence:</b> ?<br><b>Access:</b> open"
124.832050333934,-9.46777628436784,NA,NA,NA,NA,"Manea word list","Manea word list","Manea  <nobr>[<a href= title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","","word list",1103,"","","closed","?","<b>Manea word list</b><br><b>Languages:</b> Manea, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
124.705833,6.229167,NA,NA,NA,NA,"Manobo Tasaday word list","Manobo Tasaday word list","Manobo Tasaday  <nobr>[<a href=https://glottolog.org/resource/languoid/id/cota1241 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1182,"","","closed","?","<b>Manobo Tasaday word list</b><br><b>Languages:</b> Manobo Tasaday, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
139.397001,-2.342683,NA,NA,NA,NA,"Mawes Wares","Mawes Wares","Mawes Wares  <nobr>[<a href=https://glottolog.org/resource/languoid/id/mawe1251 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","","word list",575,"","","closed","?","<b>Mawes Wares</b><br><b>Languages:</b> Mawes Wares, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
139.7345,-2.35022222222222,NA,NA,NA,NA,"Mawes dai word list","Mawes dai word list","Mawes Dai  <nobr>[<a href=https://glottolog.org/resource/languoid/id/mawe1251 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","","word list",575,"","","closed","?","<b>Mawes dai word list</b><br><b>Languages:</b> Mawes Dai, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
124.28,8.01,NA,NA,NA,NA,"Meranao word list","Meranao word list","Meranao  <nobr>[<a href=https://glottolog.org/resource/languoid/id/mara1404 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1073,"","","closed","?","<b>Meranao word list</b><br><b>Languages:</b> Meranao, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
125.85,7.6,NA,NA,NA,NA,"Minamanwa word list","Minamanwa word list","Minamanwa  <nobr>[<a href=https://glottolog.org/resource/languoid/id/mama1275 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1176,"","","closed","?","<b>Minamanwa word list</b><br><b>Languages:</b> Minamanwa, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
119.26,10.31,NA,NA,NA,NA,"Obo Manobo word list","Obo Manobo word list","Obo Manobo  <nobr>[<a href=https://glottolog.org/resource/languoid/id/obom1235 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1160,"","","closed","?","<b>Obo Manobo word list</b><br><b>Languages:</b> Obo Manobo, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
121.570690499756,-10.6127589638035,NA,NA,NA,NA,"Hawu-Indonesian-English Picture Dictionary","<a href=https://e.pcloud.link/publink/show?code=XZejbaZQVtzhngcOXb0pwFzSR4k9kCW25Gk title='Hawu-Indonesian-English Picture Dictionary' target=_blank>Hawu-Indonesian-English Picture Dictionary</a> ","Sabu Raijua  <nobr>[<a href=http://www.language-archives.org/language/hvn title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","","word list",1180,"","","open","?","<b><a href=https://e.pcloud.link/publink/show?code=XZejbaZQVtzhngcOXb0pwFzSR4k9kCW25Gk title='Hawu-Indonesian-English Picture Dictionary' target=_blank>Hawu-Indonesian-English Picture Dictionary</a> </b><br><b>Languages:</b> Sabu Raijua, English, Indonesian<br><b>Licence:</b> ?<br><b>Access:</b> open"
121.835517,-10.510389,NA,NA,NA,NA,"Picture dictionary of the Ethnobotanical Knowledge of Sabu Raijua","<a href=https://e.pcloud.link/publink/show?code=XZhjbaZK5Ma1RKN2TbIjj4JiYqb4RNivvbV title='Picture dictionary of the Ethnobotanical Knowledge of Sabu Raijua' target=_blank>Picture dictionary of the Ethnobotanical Knowledge of Sabu Raijua</a> ","Sabu Seba  <nobr>[<a href=http://www.language-archives.org/language/hvn title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href=https://www.geonames.org/2056954 target=_blank>Sabu Island</a> ","ethnobotanical",94,"","","open","?","<b><a href=https://e.pcloud.link/publink/show?code=XZhjbaZK5Ma1RKN2TbIjj4JiYqb4RNivvbV title='Picture dictionary of the Ethnobotanical Knowledge of Sabu Raijua' target=_blank>Picture dictionary of the Ethnobotanical Knowledge of Sabu Raijua</a> </b><br><b>Languages:</b> Sabu Seba, , <br><b>Licence:</b> ?<br><b>Access:</b> open"
125.47,5.44,NA,NA,NA,NA,"Sangil word list","Sangil word list","Sangil  <nobr>[<a href=https://glottolog.org/resource/languoid/id/sang1337 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",200,"","","closed","?","<b>Sangil word list</b><br><b>Languages:</b> Sangil, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
125.423055555555,9.7777778,NA,NA,NA,NA,"Sinurigaonon word list","Sinurigaonon word list","Sinurigaonon  <nobr>[<a href=https://glottolog.org/resource/languoid/id/suri1273 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1206,"","","closed","?","<b>Sinurigaonon word list</b><br><b>Languages:</b> Sinurigaonon, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
125.26,6.33,NA,NA,NA,NA,"Tagakaulo word list","Tagakaulo word list","Tagakaulo  <nobr>[<a href=https://glottolog.org/resource/languoid/id/taga1268 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",906,"","","closed","?","<b>Tagakaulo word list</b><br><b>Languages:</b> Tagakaulo, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
118.1427,9.3724,NA,NA,NA,NA,"Tagbanua Central word list","Tagbanua Central word list","Tagbanua Central  <nobr>[<a href=http://www.language-archives.org/language/tgt title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1164,"","","closed","?","<b>Tagbanua Central word list</b><br><b>Languages:</b> Tagbanua Central, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
124.8432,6.2093,NA,NA,NA,NA,"Tboli word list","Tboli word list","Tboli  <nobr>[<a href=http://www.language-archives.org/language/tbl title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1144,"","","closed","?","<b>Tboli word list</b><br><b>Languages:</b> Tboli, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
